Model Name,Vendor,Type,Column 11,Link,Description,Founder,Year,Recording notes,Artists,Clone Notes
A810,Studer,Tape Machine,Tape Machine,"Studer A810
Studer A810 Archive","1/4"" classic, digitally controlled reel-to-reel tape machine known for its precision, modular design and reliability. Microprocessor controlled tape, transport. ",,1980s,"Broadcast/TV, Film, Recording. ""Ok"" sound",,
J37,Studer,Tape Machine,Tape Machine,Studer J37,4-track tape delay and saturation,,,Abbey Road (65-69),,
Revox PR99 Mk II,Studer,Tape Machine,Tape Machine,"Revox PR99 Mk II
Revox PR99 Archive","Stereo professional 1/4"" 2 track tape emulation. Hybrid, op-amp driven ",,1980s,"Smooth frequency response in bass, w/ no ""head bump"" . Broadcasts and classical quality. Audiophiles.  Less saturation than 440B and A80",,
Ecoplate III,Studio Technologies,Reverb,Reverb,Studio Technologies Echoplate III,Stainless steel plate reverb w/ adjustable delay times. ,Jim Cunningham,1980s,"Michael Jackson, Quincy Jones. Wide, bright and consistent sound [vocals, drums] Brighter, cleaner, more compact alternative to EMT",,
Harmonic Antagonizer,Subdecay,,,Harmonic Antagonizer,"fuzz, oscillator, and noise making machine",,,"""Cold heartless sonic butcher"" ",,
PT100,Suhr,Amp & Cab,Amp & Cab,Suhr PT100,Peter Thorn signature edition,,,,,
SE100,Suhr,Amp & Cab,Amp & Cab,,,,,,,
TLA-100A ,Summit Audio,Dynamics,Dynamics,TLA-100A,Tube Leveling Amplifier (compressor). Mono/Stereo,,,,,
1200S,Sunn,Amp & Cab,Amp & Cab,,,,,,,
1x12 Cabinet,Sunn,Amp & Cab,Amp & Cab,,"1x12 closed back, Default: JBL D120F (Altec Lansing 417, CTS and Eminence were also common)",,,"tight, loud, very clean headroom.",,
1x18 Cabinet,Sunn,Amp & Cab,Amp & Cab,,"1x18 closed back, Default JBL D140F (Altec 418 also common)",,,"Massive low end, slow transient response. Bass, organ, doom/sludge guitar",,
300T,Sunn,Amp & Cab,Amp & Cab,,,,,,,
Coliseum 300,Sunn,Amp & Cab,Amp & Cab,,1x12 Cab,,,,,
Model T,Sunn,Amp & Cab,Amp & Cab,,,,,,,
Sunset Sound,"Sunset Sound  Studios (Hollywood, CA) ",Studio,Studio,Sunset Sound,,,,,,
1624T Dual-Tone,Supro,Amp & Cab,Amp & Cab,1624T Dual-Tone Manual,,,,,,
S6616,Supro,Amp & Cab,Amp & Cab,,Manufactured by Valco; Default Rola 6x9 Oval Shaped Speaker,,,,,
Valco '50s ,Supro,Amp & Cab,Amp & Cab,,Generic label for early Chicago based Supro / Valco circuits,,,,,
Goliath III,SWR,Amp & Cab,Amp & Cab,,"4x10 ""industry standard cab"" for many decades. 700-W 10"" PAS Speakers, Foster horn tweeter",,,"xcellent clarity, punch, and ""crystal highs"". Ideal for producing a full, clear tone that cuts through the mix, making it great for 5-string basses.",,
Moller,T-Rex,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",T-Rex Moller 2,overdrive + boost pedal that produces dynamic tube-like tones,,,,,
Mudhoney,T-Rex,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",Mudhoney,First T-rex distortion. ,,,,,
Replica,T-Rex,"Delay, Stomp","Delay, Stomp",Replica,,,,,,
Starclassic Bubinga,Tama,Drums,Drums,Tama Starclassic Bubinga,"This kit exudes craftsmanship with its striking finish. The top-quality construction immediately catches your eye. Made of exotic, heavy bubinga wood, all the shells are made with smooth interiors of beautiful wood grain",,,,,
Large Vintage Ribbon,Tannoy,Microphone,Microphone,,Generic model due to lack of published versions ,,,,,
Small Vintage Ribbon,Tannoy,Microphone,Microphone,,Generic model due to lack of published versions ,,,,,
388 Studio 8,TASCAM,Tape Machine,Tape Machine,TASCAM 388 Studio 8,"1/4"" 8 track analog reel-to-reel tape recording and mixing console combo. Home studios, indie musicians. Direct drive capstan motor. ",,1980s,"Warm , vintage, lo-fi tone. (lo-fi, indie rock, vintage sound). ",,
Ministudio Porta One,TASCAM,Tape Machine,Tape Machine,Tascam Porta One ,4-track cassette recorder tape emulation. ,,1980s,"home recordings, DIY, songwriters. Lo-fi analog warmth. Gritty, vintage (indie, alternative, experimental) ",,
2290,TC Electronic,Delay,Delay,2290,Industry standard Digital Delay,,,,,
D-Two,TC Electronic,Delay,Delay,D-Two,Multi-Tab Rhythm Delay Unit w/ flexible control. ,,,,"Tony Iommi, Jon Burton (The Prodigy), Richard Kruspe (Rammstein), ",
Mimiq Doubler,TC Electronic,"Modulation, Spatial Processing, Stomp","Modulation, Spatial Processing, Stomp",Mimiq Doubler,,,,,,
Spark Booster,TC Electronic,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",Spark Booster,Booster Pedal w/ Gain Control and Active EQ. Can add subtle overdrive,,,,"Tony Iommy, Scott Ian (Anthrax), Steve Stevens, Steve Morse",
A-3340S,TEAC,Tape Machine,Tape Machine,TEAC A-3340S,"1/4"" 4-track reel-to-reel tape emulation. Direct drive capstan motor",,1970s,"Home multitrack. DIY, independent musicians. Warm rich analog tone w/ slight tape saturation. Smooths out transients and adds harmonic depth",,
A-6100 MKII,TEAC,Tape Machine,Tape Machine,TEAC A-6100 MKII ,2-track reel-to-reel tape recorder. Direct drive capstan motor. ,,Late 1970s,"High-end consumer / semi-professional.. ""High-end home studio for warming up digital mixes"" . Clear and warm. (Not as colored as Ampex or MCI). Smooth, transparent highs. Warmer than Revox PR99, cleaner than Ampex 440B. ",,
DP-3X,Tech 21,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",DP-3X,,,,,Doug Pinnick,
SansAmp Bass Driver DI,Tech 21,Preamps & DI,Preamps & DI,Bass Driver DI,,,1994,,,
SansAmp G2,Tech 21,"Harmonic Coloration, Preamps & DI, Amp & Cab, Stomp","Amp & Cab, Harmonic Coloration, Preamps & DI, Stomp",SansAmp G2,"100% analog SansAmp Tube Amplifier Emulation technology encompasses the entire signal chain, from pre-amp to power amp to speaker simulation",,1993,,,
SH1,Tech 21,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",SH1,(Discontinued and replaced by YYZ ShapeShifter),,,,Steve Harris,
YYZ,Tech 21,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",YYZ,,,,,Geddy Lee,
Checkmate 20,Teisco,Amp & Cab,Amp & Cab,,,,,,,
Ad-N-Echo,Tel-ray,Delay,Delay,Tel-Ray Ad-N-Echo,oilcan delay,,,,,
ELA M 251,Telefunken,Microphone,Microphone,ELA M 251,Multi-Pattern Large Tube Condenser Microphone. Designed + Made by AKG w/ hard-wared Telefunken AC701k tube. ,,,"(airy, open) vocals, acoustic instruments. Slightly warmer and more low end-extension than 251E. ","Beyonce, Bruce Springsteen, Tom Petty",
ELA M 251E,Telefunken,Microphone,Microphone,ELA M 251E,"Multi-Pattern Large Tube Condenser Microphone. Designed + Made by AKG. E = ""Export"" version, uses a socketed 6072 tube w/ fully brass capsule that was more readily available outside of Europe . One of the rarest and most highly regarded mics of all time. Similar to C12 (AKG)  ",,1959 - 62,"A-List artist vocal mic.  [Vocals, piano, drum OH]","Beyonce, Joni Mitchell, Celine Dion",
U47,Telefunken,Microphone,Microphone,U47,Two pattern large tube condenser mic. (Developed by Neumann.  Rare vintage U-47 from when Telefunken distributed mics for Neumann),,,,,
V72 Mic Pre,Telefunken,Preamps & DI,Preamps & DI,Telefunken V76,broadcast and recording preamp,,1950s,,,
V76 Mic Pre,Telefunken,Preamps & DI,Preamps & DI,Telefunken V76,broadcast and recording preamp,,1950s,,,
LA-2,Teletronix,Dynamics,Dynamics,LA-2A Leveling Amplifier,rare early 60's predecessor to LA2A,Jim Lawrence,1965-69,"slowest response, unique mellowed sound. Use the LA-2 with legato tempos and vocal sources for a transparency and sublime mood unlike any other compressor.",,
LA-2A Classic Leveler,Teletronix,Dynamics,Dynamics,LA-2A Leveling Amplifier,opto / tube amp compressor / limiter w/ R37 emphasis shelf filter. Most famous vacuum tube-driven electro-optical gain reduction circuit.  ,Jim Lawrence,1965-69,"Smooth / natural compression. Good for tracking  / mixing anything that needs gentle, warm, consistent compression. [vocals, bass, pads, guitars ] gentle - slowest response, good for legato tempos",,
LA-2A Classic Leveler (Gray) ,Teletronix,Dynamics,Dynamics,LA-2A Leveling Amplifier,opto / tube amp compressor / limiter w/ R37 emphasis shelf filter. Most famous vacuum tube-driven electro-optical gain reduction circuit.  Earlier Revision,Jim Lawrence,1965-69,"Smooth / natural compression. Good for tracking  / mixing anything that needs gentle, warm, consistent compression. [vocals, bass, pads, guitars ] gentle - slowest response, good for legato tempos slightly smoother",,
LA-2A Classic Leveler (Silver) ,Teletronix,Dynamics,Dynamics,LA-2A Leveling Amplifier,opto / tube amp compressor / limiter w/ R37 emphasis shelf filter. Most famous vacuum tube-driven electro-optical gain reduction circuit. Later Revision ,Jim Lawrence,1965-69,"Smooth / natural compression. Good for tracking  / mixing anything that needs gentle, warm, consistent compression. [vocals, bass, pads, guitars ] gentle - slowest response, good for legato tempos Slightly brighter / more aggressive",,
LA-3A,Teletronix,Dynamics,Dynamics,LA-3A,"(AES NY) opto compressor / limiter inspired by concepts of Bill Putnam's 1176LN limiting amp, and moved away from tubes of LA-2A. ",Brad Plunkett,1969,"solid mid-range (vocals, guitar, drums) ",,
Bi-Valve 30,THD,Amp & Cab,Amp & Cab,THD Bi-Valve 30,,,,,,
Culture Vulture,Thermionic,Harmonic Coloration,Harmonic Coloration,Thermionic Culture Vulture,"dual stage valve rackmount distortion / enhancer (EF86 input stage, 6AS6 distortion valve)  w/ 3 operating modes for 6AS6  valve (triode, Pentode 1, pentode 2) ",,1998,,,
Rockman X100,Tom Scholz,Amp & Cab,Amp & Cab,,,,,,,
Imperial Mk II,Tone King,Amp & Cab,Amp & Cab,Imperial Mk II Head,"20W all tube amp head voiced for superb vintage, American tones. 6V6(2), 12AX7 (4), 12AT7 (1) 5AR4 (1), tube-driven reverb",,,Blackface-style rhythm channel; tweed-like lead channel,,
Manchester 1290,Tone Speak,Amp & Cab,Amp & Cab,Tone Speak Manchester 1290,"12"";90W",,,"Even, balanced response from lows to highs, with a tight, controlled feel. It handles high power and higher-gain amps without getting harsh, keeping notes clear and defined. Great with pedals and stays clean longer before easing into smooth breakup. (Compares to Eminence Tonker or Celestion Classic Lead 80)",Joe Satriani,
MP1a Tilt Control,Tonelux,EQ,EQ,"Tonelux Tilt EQ
Tonelux MP1a",(The Tilt control was the EQ used on A/DA MP1 and A/DA MP1a guitar preamps) ,Paul Wulff,1970s/80s,,,
1048H,Trace Elliot,Amp & Cab,Amp & Cab,1048H 4x10 Bass Cabinet,4x10;1000w Closed Back. Default Driver: (Custom Ceramic Celestion) ,,,,,
AH250,Trace Elliott,Amp & Cab,Amp & Cab,,250W bass amp; 7-band GEQ,,,,,
V-Type 5001,Trace Elliott,Amp & Cab,Amp & Cab,,,,,,,
Express,Trainwreck Circuits,Amp & Cab,Amp & Cab,,,,,,,
A Range,Trident,EQ,EQ,Trident A-Range,4-bands of induction based EQ from Trident A-Range Console(s) ,,,,,
CL 1B Opto Compressor,Tube-Tech,Dynamics,Dynamics,CL 1B Opto Compressor,All-tube optical mono compressor w/ non-semiconductor gain reduction and parallel compression. ,,,"musical, smooth compression. Preserves source clarity even at extreme settings",,
ME 1B Midrange EQ,Tube-Tech,EQ,EQ,ME 1B Midrange EQ,"passive, all-tube midrange EQ based on Pultec MEQ5",,,,,
PE 1C Program EQ,Tube-Tech,EQ,EQ,PE 1C Program EQ,"passive, all-tube EQ based on Pultec EQP 1A. Passive EQ and high quality op amp",,,,,
SMC 2B,Tube-Tech,Dynamics,Dynamics,SMC 2B,Stereo Multiband Opto Compressor,,,,,
1x12 Small Closed Back,Two Rock,Amp & Cab,Amp & Cab,Two Rock Cabs,100W 1x12 Closed back cabinet. Default are TR12 12-65BV Speakers. ,,,"Narrower sound, midrange forward, thicker with less high end.",,
2x12 Vertical,Two Rock,Amp & Cab,Amp & Cab,Two Rock Cabs,100W 2x12 (Vertical) Closed back cabinet. Default are TR12 12-65BV Speakers. ,,,Classic California combo cab sound. Great for mildly overdriven sounds. ,,
Bi-Onyx,Two Rock,Amp & Cab,Amp & Cab,Two Rock Legacy Amps,,,,,,
Studio Pro 50,Two Rock,Amp & Cab,Amp & Cab,Two Rock Legacy Amps,,,,,,
Octavia,Tycobrahe,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",,"legendary, transformer-based octave fuzz pedal",,mid-1970s,"distinctive, high-pitched octave. Known for its raw, synth-like, and ""steel-drum"" sonic quality, this vintage pedal is highly sought after and often replicated in modern designs like the Fulltone Octafuzz",Jimi Hendrix,
"1176 Rev A ""Bluestripe"" ",Universal Audio,Dynamics,Dynamics,,"all-transistor FET limiter w/ ultra-fast gain reduction inear response, transistor gain amplication. (Transistors provide ""true"" peak limiting / fast attack) (most popular limiter ever made); higher distortion",Bill Putnam,1967,,,
1176AE,Universal Audio,Dynamics,Dynamics,,"(40th Anniversary model) all-transistor FET limiter w/ ultra-fast gain reduction. (lower 2:1 compression ratio, fixed super slow attach mode) ",,,,,
175B,Universal Audio,Dynamics,Dynamics,UA 175B,tube compressor (Compared to Fairchild). fixed 12:1 ratio (ideal for hard limiting) ,Bill Putnam,1960s,warmth + character. ,,
176,Universal Audio,Dynamics,Dynamics,,"tube compressor (Compared to Fairchild). selectable ratios providing more versatile, gentle compression options",Bill Putnam,1960s,,,
610-A,Universal Audio,"Preamps & DI, EQ","EQ, Preamps & DI",UA 610 Console,"modeled after ""Green Board"" console. Intense tube saturation. ",,,"More colorful, ""vibe heavy"" and ""dirtier"" at high gain. Used for adding vintage, harmonic warmth to vocals or lookingfor that specific vintage, colored ""magical"" sound",,
610-B,Universal Audio,"Preamps & DI, EQ","EQ, Preamps & DI",UA 610 Console,"modeled after modern 2-610, w/ more versatile EQ points and gain stages. ",Steve Firlotte,,"Black Keys, Red Hot Chili Peppers, Dixie Chicks, Brian Wilson; fuller, cleaner, more versatile. Best for adding ""glue"" and warmth to acoustic guitars, bass or as a versatile channel strip on any source (including modern vocal recordings) ",,
6176 Channel Strip,Universal Audio,Channel Strip,Channel Strip,6176 Vintage Channel Strip ,"vintage 610 tube preamp w/ 2-band EQ (smooth harmonics, rich overdrive); UA 1176 compressor / limiting amp (punchy); UA LA-2A tube compressor - leveling amp (smooth warmth)  ",,,,,
Cooper Time Cube,Universal Audio,Delay,Delay,Cooper Time Cube,garden hose-based mechanical delay device,"Duane H. Cooper, Bill Putnam",1971,"""Low Rider"" (War), ""Tell Me Something Good"" (Rufus) ",,
Golden Reverberator,Universal Audio,"Reverb, Stomp","Reverb, Stomp",Golden Reverberator,Based on Lexicon 224 (digital hall); EMT 140 Plate; Fender 65 Spring Reverb,,,,,
MicroPitch Shifter,Universal Audio,"Modulation, Pitch Tools, Stomp","Modulation, Pitch Tools, Stomp",,Based on Eventide H910/H949 MicroPitch Detune algorithm,,,,,
Super-Fuzz,Univox,"Harmonic Coloration, Stomp","Harmonic Coloration, Stomp",Super-Fuzz,,,,,,
"
1176LN Rev E ""Blackface"" ",UREI,Dynamics,Dynamics,1176LN Peak Limiter,"all-transistor FET limiter w/ ultra-fast gain reduction. linear response, transistor gain amplication. (Transistors provide ""true"" peak limiting / fast attack). LN = Low Noise",Brad Plunkett,early 70s,"Fast aggressive compression w/ punchy, snappy sounds. [drums, vocals] [ works on bass, guitars, piano, brass, strings as well]",,
545 Parametric Equalizer,UREI,EQ,EQ,UREI 545 Parametric Equalizer,3-band (overlapping) parametric EQ w/ low/high cut filters,,,,,
546 Dual Parametric Equalizer,UREI,EQ,EQ,UREI 546 Dual Parametric EQ,2-band notch/band pass filter set w/ low/high cut filters,,,,,
Dyna-Mite Compressor Limiter,Valley People,Dynamics,Dynamics,Valley People Dyna-Mite Compressor Limiter,limiter/expander,,1975,,,
Twinkleland 2x12,Van Weelden,Amp & Cab,Amp & Cab,Van Weelden Twinkleland,2x12 cabinet designed for use w/ Van Weelden Twinkleland heads (custom and hand built in Netherlands) Default Drivers: Electro-Voice EVM12L,Peter Van Weelden,,,,
SSS SRV,Vertex,Harmonic Coloration,Harmonic Coloration,SSS SRV,"Steel String Supreme (Slight Return Version). ""amp in a box"". EQ / Tone Shaping, Harmonic Coloration",,,,"Eric Johnson, John Mayer, Carlos Santana",
VSC-2,Vertigo Sound,Dynamics,Dynamics,"Vertigo VSC-2
VSC-3",Quad discrete VCA mastering compressor,,,,,
"VSM-2 MS ""Mix Satellite"" ",Vertigo Sound,Harmonic Coloration,Harmonic Coloration,Vertigo VSM-2 MS Mix Extension,mastering saturator,,,,,
G-100-E Pittbull,VHT,Amp & Cab,Amp & Cab,,"12"" 16 ohm",,,,,
Pittbull 5012,VHT,Amp & Cab,Amp & Cab,PIttbull 5012,"2 Muller EL34; 2 12"" 75W VHT Speakers. 4x12AX&; The Rectifer Tube is a 5AR4/GZ34, and the Reverb is driven by an EF86/6267. Model C-5034-L",,,,,
Electro King,Victoria,Amp & Cab,Amp & Cab,Electro King,,,,,,
V40 Duchess,Victory,Amp & Cab,Amp & Cab,Victory V40 Duchess MKII Deluxe,,,,,,
Marquis 73,Vintage Vibe,Keyboard,Keyboard,Marquis 73,Modern re-issue of classic Fender Rhodes Mark I Stage 73,,2011,,,
Tine Bass,Vintage Vibe,Keyboard,Keyboard,,"44-key, three and a half octave (C1 to A4), electro-mechanical tine piano that weighs 37 pounds (much less than its inspiration). The pickups are routed through Vintage Vibe’s own tube preamp. There is a small push-button switch on the left underside which toggles between the tube preamp and a passive output. (Clone of classic Fender Rhodes Piano Bass)",,2011,Warm sound.,,
